X,Y,OBJECTID,inc_id,created_date,post_structure_qty,post_people_count,post_people_under_25_count,post_children_count,post_reason,waste_material_qty,dogs_present,post_location,email_time_utc,bureaus_detail,graffiti,Latitude,Longitude
-13654295.7,5702017.739,1969,23-139786,2023/04/20 16:58:26+00,1,1,0,0,5,1,0,1900-1999 SE 7TH AVE,2023/04/20 17:36:47+00,,1,45.50903461476252,-122.6586252
-13644120.47,5698183.19,1970,23-180052,2023/08/18 21:10:36+00,5,6,0,0,5,40,1,I-205 MUP Steele - Mitchell,2023/08/18 21:36:43+00,,0,45.484889554015844,-122.5672196
-13655981.5,5707194.519,1971,22-96042,2023/01/17 19:08:31+00,0,5,0,0,5,15,0,N Albina-Brothwick and N Knott-Russell,2023/01/17 19:36:08+00,,1,45.541614898006685,-122.673769
-13655019.47,5702516.969,1972,23-165777,2023/06/29 17:12:12+00,1,1,0,0,5,2,0,40-99 SE HAWTHORNE BRG-HAWTHORNE BLVD RAMP,2023/06/29 17:36:47+00,,1,45.51217736,-122.6651269
-13640076.35,5703610.937,1973,24-12324,2024/03/22 16:51:46+00,0,10,0,0,5,40,0,"SE 129TH AVE &amp; SE STARK ST, PORTLAND  97233 -V",2024/03/22 17:36:41+00,,0,45.519063483533664,-122.5308906
-13644060.9,5698109.897,1974,23-187615,2023/09/08 19:00:02+00,1,4,0,0,5,8,0,MUP Steele Ped Bridge,2023/09/08 19:36:46+00,,1,45.48442794807651,-122.5666844
-13662636.89,5714433.382,1975,23-141969,2023/09/01 18:46:11+00,0,9,1,0,5,15,1,PCT,2023/09/01 19:36:43+00,,1,45.58714134763717,-122.7335554
-13654189.69,5703107.728,1976,23-145297,2023/05/04 17:30:53+00,5,2,0,0,5,10,0,SE 8TH AVE and SE YAMHILL ST,2023/05/04 17:36:54+00,,1,45.51589607472207,-122.6576729
-13664509.8,5714921.52,1977,24-10583,2024/05/01 18:22:24+00,3,3,0,0,5,5,0,"7537 N RICHMOND AVE UNIT #A, PORTLAND  97203 -V1",2024/05/01 18:36:44+00,,0,45.59021,-122.75038
-13654624.74,5703253.272,1978,23-203077,2023/10/25 21:24:59+00,4,4,0,0,5,20,1,800-849 SE MARTIN LUTHER KING JR BLVD-MORRISON BRG,2023/10/25 22:36:14+00,,0,45.51681220811801,-122.661581
-13637989.04,5704083.845,1979,24-20705,2024/04/03 20:43:00+00,1,2,0,0,5,20,0,"14650 E BURNSIDE ST , PORTLAND  97233",2024/04/03 21:36:47+00,,0,45.52204000261297,-122.51214
-13654695.54,5701914.581,1980,24-11354,2024/02/29 17:24:25+00,5,5,0,0,5,5,0,SE DIVISION ST AND SE HARRISON ST,2024/02/29 17:36:41+00,,1,45.50838519378923,-122.662217
-13657834.59,5704999.041,1981,24-18202,2024/03/21 20:10:36+00,1,2,0,0,5,5,0,"NW 19TH AVE &amp; NW IRVING ST, PORTLAND  97209",2024/03/21 20:36:42+00,,0,45.52779986891438,-122.6904156
-13637979.09,5701262.971,1982,24-15384,2024/03/15 19:30:20+00,1,1,0,0,5,20,0,"0-14799 SE DIVISION ST, PORTLAND  97233",2024/03/15 19:36:51+00,,0,45.50428287441874,-122.5120506
-13656028.08,5703414.554,1983,24-35584,2024/05/17 21:29:27+00,2,4,0,0,5,40,0,710 SW 2ND AVE,2024/05/17 21:36:48+00,,0,45.51782738765675,-122.6741874
-13636661.14,5708662.648,1984,24-21942,2024/04/24 20:17:06+00,1,0,0,0,5,60,0,NE 158TH AVE and UP RR,2024/04/24 20:36:35+00,,0,45.550851195366775,-122.5002113
-13658958.78,5706677.381,1985,23-158462,2023/06/22 18:18:06+00,1,1,0,0,5,20,0,2300-2399 NW ROOSEVELT ST,2023/06/22 18:36:49+00,,0,45.53836111651505,-122.7005144
-13640986.11,5701341.796,1986,24-02339,2024/01/18 21:57:05+00,2,2,0,0,5,20,0,"12005 SE DIVISION ST , PORTLAND  97216",2024/01/18 22:36:38+00,,0,45.50477914624051,-122.5390631
-13656076.75,5704583.801,1987,24-06688,2024/02/09 19:05:59+00,1,1,0,0,5,10,0,"404 NW EVERETT ST , PORTLAND  97209",2024/02/09 19:36:47+00,,0,45.52518659263786,-122.6746247
-13646958.34,5705896.918,1988,23-154243,2023/07/07 18:37:24+00,5,5,0,0,5,40,0,NE 68th and NE HALSEY ISLAND,2023/07/07 19:36:40+00,,0,45.53345016346624,-122.5927126
-13645412.89,5694972.793,1989,24-06570,2024/02/09 20:39:04+00,1,2,0,0,5,15,0,"SPRINGWATER CORRIDOR, PORTLAND  97266",2024/02/09 21:36:43+00,,1,45.46466663780417,-122.5788296
-13640775.25,5704137.92,1990,23-156382,2023/06/08 20:30:07+00,9,15,0,0,5,15,0,SE 122nd - 124th and Burnside,2023/06/08 20:36:49+00,,0,45.522380344761764,-122.5371689
-13641922.54,5696793.661,1991,23-137952,2023/05/26 17:59:46+00,2,5,0,0,5,50,1,SE Foster 111th - 120th (1),2023/05/26 18:36:51+00,,0,45.47613753087237,-122.5474752
-13654821.94,5706481.385,1992,23-121165,2023/02/17 18:25:18+00,1,1,0,0,5,3,0,100-399 NE SAN RAFAEL ST,2023/02/17 18:36:51+00,,0,45.537127879732154,-122.6633525
-13656068.63,5703440.459,1993,24-06059,2024/02/05 17:47:58+00,2,2,0,0,5,10,0,SW 2ND AVE & SW MORRISON ST,2024/02/05 18:36:36+00,,0,45.51799044,-122.6745517
-13657276.15,5703422.27,1994,23-156426,2023/06/08 17:28:01+00,0,0,0,0,5,20,0,1100-1199 SW MAIN ST,2023/06/08 17:36:56+00,,0,45.517875955080775,-122.685399
-13640072.39,5704137.879,1995,24-07482,2024/02/16 19:24:41+00,3,3,0,0,5,20,0,"SE 129TH AVE AND E BURNSIDE ST, PORTLAND",2024/02/16 19:36:44+00,,0,45.522380086713014,-122.530855
-13662492.35,5709534.462,1996,PBOT-23-1114-05154,2023/11/15 17:43:28+00,2,2,0,0,5,20,0,Under NW Kittridge,2023/11/15 18:36:39+00,,0,45.55633523592999,-122.732257
-13657570.88,5703048.035,1997,23-142100,2023/05/05 21:09:33+00,2,2,0,0,5,20,0,SW 13TH AVE and SW 13TH AVE-SUNSET HWY RAMP,2023/05/05 21:36:41+00,,0,45.515520330077564,-122.6880467
-13654562.64,5702444.712,1998,23-191407,2023/09/22 17:39:58+00,6,6,0,0,5,15,0,SE GRAND AVE ALLEY WAY,2023/09/22 18:36:49+00,,0,45.511722501313564,-122.6610232
-13643987.45,5695549.9,1999,24-20794,2024/04/05 21:00:13+00,2,3,0,0,5,20,0,"I205 FWY, PORTLAND  97266",2024/04/05 21:36:44+00,,0,45.46830248226086,-122.5660246
-13654548.3,5702818.537,2000,23-186218,2023/09/01 16:36:54+00,1,1,0,0,5,2,0,1200-1299 SE GRAND AVE,2023/09/01 17:36:47+00,,0,45.514075704423604,-122.6608944
-13637971.02,5700329.556,2001,23-190722,2023/09/22 17:48:54+00,4,3,0,0,5,15,0,14700-14799 SE POWELL BLVD,2023/09/22 18:36:49+00,,0,45.49840588384003,-122.5119781
-13653907.5,5706261.933,2002,23-187550,2023/11/29 17:37:49+00,0,2,0,0,5,2,0,900-999 NE SCHUYLER ST,2023/11/29 18:36:40+00,,0,45.535747022116574,-122.655138
-13634945.79,5698878.494,2003,24-07225,2024/02/29 19:11:38+00,0,2,0,0,5,20,0,"17200-17399 SE LONG ST, PORTLAND  97236 -V2",2024/02/29 19:36:40+00,,0,45.489268453317926,-122.484802
-13656176.9,5703851.124,2004,23-118654,2023/02/03 20:27:55+00,6,6,0,0,5,20,0,"SW 4th and SW Harvey Milk, both directions",2023/02/03 20:36:38+00,,0,45.520575258538834,-122.6755243
-13654435.22,5705939.249,2005,23-212542,2023/11/30 21:54:54+00,2,3,0,0,5,12,0,500-599 NE HALSEY ST,2023/11/30 22:36:40+00,,1,45.533716536296964,-122.6598785
-13644062.1,5698091.431,2006,24-03270,2024/02/01 20:56:38+00,10,15,0,0,5,60,0,I-205 MUP Steele-Harold,2024/02/01 21:36:46+00,,0,45.484311646942736,-122.5666952
-13656030.5,5704718.679,2007,23-199065,2023/10/13 17:37:57+00,2,4,0,0,5,20,0,300-399 NW FLANDERS ST,2023/10/13 18:36:43+00,,0,45.52603544873442,-122.6742092
-13651669.11,5703202.446,2008,23-207594,2023/11/15 18:21:24+00,3,3,0,0,5,5,0,2955 SE BELMONT ST,2023/11/15 18:36:39+00,,0,45.51649228,-122.6350302
-13655993.65,5704917.177,2009,23-212259,2023/11/30 22:53:11+00,2,2,0,0,5,10,0,NW 3rd and Hoyt,2023/11/30 23:36:40+00,,0,45.52728467466645,-122.6738782
-13656491.66,5701503.843,2010,23-138388,2023/06/30 18:33:48+00,5,8,0,0,5,35,0,SW Naito-1st  on I-405 NB,2023/06/30 18:36:42+00,,0,45.50579935907558,-122.6783519
-13654760.27,5703835.688,2011,PPB-23-0228-04036,2023/03/03 23:18:43+00,4,5,1,0,5,5,0,SE 3rd between SE Pine and SE Oak ,2023/03/03 23:36:42+00,,0,45.5204781,-122.6627985
-13654056.21,5705910.697,2012,24-21325,2024/04/04 16:33:51+00,1,1,0,0,5,8,0,"1000-1429 NE HALSEY ST, PORTLAND  97232",2024/04/04 16:36:39+00,,0,45.53353686959408,-122.6564738
-13643929.24,5705135.315,2013,23-193744,2023/11/09 23:24:24+00,1,1,0,0,5,30,0,205 SB Glisan off-ramp,2023/11/09 23:36:43+00,,1,45.52865747084227,-122.5655017
-13647167.35,5694707.851,2014,22-112137,2023/02/23 17:15:41+00,0,6,0,0,5,15,1,Harney Park Perimeter (SE 67th and Harney),2023/02/23 17:36:36+00,,0,45.46299739236168,-122.5945902
-13655288.79,5706191.368,2015,24-18041,2024/03/20 16:59:12+00,1,1,0,0,5,6,0,N Vancouver and Broadway PORTLAND  97227,2024/03/20 17:36:40+00,,1,45.53530299882804,-122.6675463
-13655954.37,5704770.218,2016,SSCC-23-0315-04125,2023/03/16 16:48:06+00,6,6,0,0,5,20,0,NW 3rd between Glisan and Flanders,2023/03/16 17:36:58+00,,0,45.526359806584864,-122.6735253
-13641187.08,5701230.553,2017,24-28031,2024/05/09 21:52:34+00,2,14,2,0,5,20,1,SE 119th and SE Division through Clinton ,2024/05/09 22:36:45+00,,0,45.50407877368936,-122.5408685
-13655999.42,5703673.934,2018,24-28240,2024/04/26 20:58:40+00,4,8,0,0,5,20,0,431-433 SW 2ND AVE ,2024/04/26 21:36:45+00,,0,45.519460000555284,-122.67393
-13655362.84,5702715.824,2019,23-193591,2023/10/05 20:14:07+00,3,3,0,0,5,20,0,1300-1399 SE EASTBANK ESPLANADE  ,2023/10/05 20:36:45+00,,0,45.51342914283393,-122.6682115
-13660129.23,5707135.767,2020,PBOT-24-0503-05673,2024/05/04 17:14:01+00,1,4,0,0,5,20,0,NW 29th and NW Industrial,2024/05/06 14:36:38+00,,0,45.54124524567551,-122.7110287
-13656480.62,5712091.117,2021,23-116144,2023/04/13 19:22:53+00,2,0,0,0,5,15,0,I-5 NB r/w near N Morgan,2023/04/13 19:36:47+00,,0,45.57241447932786,-122.6782527
-13657016.98,5716641.696,2022,23-144377,2023/09/28 21:54:48+00,2,2,0,0,5,20,0,Under bridge behind urban forestry ,2023/09/28 22:36:46+00,,0,45.60102246844028,-122.6830709
-13642318.38,5696458.737,2023,22-110642,2023/01/06 21:47:59+00,3,5,0,0,5,75,1,Foster Floodplain (3),2023/01/06 22:36:47+00,,0,45.47402779070926,-122.5510311
-13654794.34,5702532.542,2024,24-07294,2024/02/09 18:12:26+00,10,20,0,0,5,25,0,"200-299 SE HAWTHORNE BLVD, PORTLAND  97214",2024/02/09 18:36:42+00,,1,45.51227539407073,-122.6631046
-13655080.97,5705547.027,2025,24-06790,2024/02/09 20:28:42+00,3,5,2,0,5,15,0,"1100-1399 N WILLIAMS AVE, PORTLAND  97227",2024/02/09 20:36:45+00,,1,45.53124838459841,-122.6656794
-13654984.19,5703319.47,2026,23-217837,2023/12/28 17:45:37+00,3,5,0,0,5,20,0,"SE 1ST AVE andamp; SE MORRISON ST, PORTLAND  97214",2023/12/28 18:36:41+00,,1,45.51722888953624,-122.66481
-13652319.69,5696548.312,2027,23-190871,2023/10/05 23:01:08+00,3,2,0,0,5,10,0,23rd & Glenwood loop,2023/10/05 23:36:37+00,,0,45.47459204578354,-122.6408744
-13656294.49,5704926.129,2028,23-201661,2023/11/10 17:26:23+00,5,5,0,0,5,20,0,NW 6TH AVE and NW HOYT ST,2023/11/10 17:36:38+00,,1,45.52734101246716,-122.6765806
-13644020.94,5701747.835,2029,23-136628,2023/04/20 21:05:43+00,3,3,0,0,5,10,0,I-205 MUP Lincoln - Grant,2023/04/20 21:36:47+00,,0,45.50733545,-122.5663255
-13646061.72,5704767.153,2030,23-133988,2023/08/11 16:32:38+00,2,2,0,0,5,10,0,7610 NE GLISAN ST,2023/08/11 16:36:49+00,,0,45.52634051722891,-122.5846581
-13643049.91,5706061.139,2031,23-123619,2023/02/23 19:53:40+00,1,1,0,0,5,5,0,NE 102ND AVE and HALSEY ST RAMP,2023/02/23 20:36:45+00,,0,45.53448353651042,-122.5576026
-13657591.45,5703766.283,2032,24-21742,2024/04/03 18:04:38+00,1,1,0,0,5,10,0,911 SW 15TH AVE ,2024/04/03 18:36:42+00,,0,45.520041260492434,-122.6882314
-13654685.65,5703877.906,2033,23-127553,2023/03/10 21:41:37+00,1,2,0,0,5,15,0,300-399 SE PINE ST,2023/03/10 22:36:44+00,,1,45.520743826169905,-122.6621282
-13653756.64,5703774.974,2034,23-162261,2023/06/16 20:44:41+00,1,1,0,0,5,1,0,1100-1199 SE OAK ST,2023/06/16 21:36:42+00,,0,45.52009596278012,-122.6537828
-13640651.69,5707665.292,2035,24-14460,2024/04/12 16:02:55+00,4,6,0,0,5,15,0,12200-12419 NE SISKIYOU ST,2024/04/12 16:36:43+00,,0,45.544576791743864,-122.536059
-13645176.11,5703559.665,2036,24-13933,2024/03/06 17:19:11+00,2,4,0,0,5,10,0,"8425 SE WASHINGTON ST , PORTLAND  97216",2024/03/06 17:36:35+00,,1,45.51874076,-122.5767025
-13651735.06,5700227.441,2037,22-111418,2023/03/09 19:56:12+00,0,0,0,0,5,10,0,SE 29th Powell - Waverleigh,2023/03/09 20:36:51+00,,1,45.49776291,-122.6356226
-13645708.44,5703871.287,2038,23-194835,2023/09/29 18:31:12+00,1,1,0,0,5,5,0,200-299 SE 80TH AVE,2023/09/29 18:36:54+00,,0,45.520702165805034,-122.5814845
-13646333.55,5698458.559,2039,23-210950,2023/12/22 21:31:59+00,3,6,0,0,5,20,0,SE 74TH AVE and SE RAYMOND ST,2023/12/22 21:36:38+00,,1,45.48662381906865,-122.5871
-13654765.67,5695540.298,2040,23-114773,2023/03/10 20:33:31+00,6,8,0,0,5,80,1,Oaks Park Crossing,2023/03/10 20:36:49+00,,0,45.46824199040869,-122.662847
-13655921.24,5704723.056,2041,23-164969,2023/06/30 16:41:20+00,3,3,0,0,5,20,0,200-299 NW FLANDERS ST,2023/06/30 17:36:46+00,,0,45.526062995214886,-122.6732277
-13642229.63,5696683.627,2042,23-127652,2023/03/24 16:31:04+00,8,8,0,0,2,40,0,Foster Floodplain near 110th and Foster,2023/03/24 16:36:41+00,,0,45.47544442,-122.5502339
-13653593.44,5706031.982,2043,23-219710,2024/01/03 18:28:23+00,2,1,0,0,5,7,0,"1000-1399 NE WEIDLER ST, PORTLAND  97232",2024/01/03 18:36:37+00,,0,45.53430006527241,-122.6523167
-13640882.8,5704399.275,2044,24-27077,2024/04/18 20:44:09+00,1,2,0,0,5,20,0,"12000-12199 NE DAVIS ST, PORTLAND  97216",2024/04/18 21:36:39+00,,0,45.524025255587524,-122.5381351
-13654991.8,5704293.021,2045,23-169033,2023/08/12 00:00:46+00,3,3,0,0,5,10,0,Under I-5 dirt road,2023/08/12 00:36:35+00,,1,45.52335652210795,-122.6648784
-13644016.44,5704092.17,2046,IRP-23-1212-05244,2023/12/15 18:14:00+00,4,7,0,0,5,20,0,I-205 MuP Burnside to Ankeny ,2023/12/15 18:36:45+00,,0,45.52209239938855,-122.566285
-13653903.96,5703439.587,2047,23-183651,2023/09/07 17:21:19+00,1,1,0,0,5,2,0,1000-1099 SE ALDER ST,2023/09/07 17:36:48+00,,0,45.51798495467957,-122.6551062
-13662827.96,5714034.06,2048,IRP-23-0601-04511,2023/08/17 16:46:09+00,0,0,0,0,5,0,0,N Oberlin and Macrum,2023/08/17 17:36:49+00,,0,45.58463090464073,-122.7352718
-13655418.37,5695248.332,2049,24-08125,2024/02/22 18:49:55+00,2,2,0,0,5,25,0,WILLAMETTE MOORAGE,2024/02/22 19:36:47+00,,0,45.46640259634992,-122.6687103
-13647495.2,5699023.605,2050,24-08052,2024/03/07 22:16:29+00,6,8,2,0,5,20,0,"LAURELWOOD PARK, PORTLAND  97206 -V3",2024/03/07 22:36:47+00,,0,45.490182293313275,-122.5975353
-13652879.14,5700080.871,2051,24-32528,2024/05/08 18:20:07+00,3,5,0,0,5,40,0,"SE 20TH AVE, S.E Lafayette st",2024/05/08 18:36:42+00,,0,45.49684000370702,-122.6459
-13654656.99,5703211.471,2052,23-183303,2023/08/25 20:00:30+00,3,3,0,0,5,7,0,300-399 SE MORRISON BRG-BELMONT ST RAMP,2023/08/25 20:36:42+00,,0,45.51654909132939,-122.6618707
-13654007.27,5703513.636,2053,22-110836,2023/01/12 21:01:57+00,5,2,3,0,5,50,1,SE Alder/Washington and SE 9th to 10th,2023/01/12 21:36:41+00,,1,45.51845104407409,-122.6560342
-13655740.89,5704818.491,2054,23-195406,2023/10/04 17:35:53+00,2,2,0,0,5,20,0,NW 1ST AVE and NW GLISAN ST,2023/10/04 18:36:17+00,,0,45.52666361,-122.6716076
-13654044.89,5702423.214,2055,23-143299,2023/04/28 17:12:36+00,4,6,0,0,5,5,0,900-999 SE CLAY ST,2023/04/28 17:36:49+00,,1,45.51158716986454,-122.6563721
-13656976.37,5715613.378,2056,23-119186,2023/02/02 21:23:30+00,4,4,0,0,5,20,1,I-5 NB off ramp to N Victory,2023/02/02 21:36:40+00,,1,45.594559047440825,-122.6827061
-13647860.43,5700165.516,2057,23-153552,2023/06/02 17:08:00+00,5,5,0,0,5,20,0,5900-6099 SE POWELL BLVD,2023/06/02 17:36:46+00,,0,45.497372987761196,-122.6008162
-13649101.57,5702385.593,2058,23-138026,2023/04/21 18:15:22+00,4,4,0,0,5,10,0,4900-4999 SE CLAY ST,2023/04/21 18:36:54+00,,1,45.511350342193296,-122.6119655
-13656293.3,5704465.969,2059,23-179662,2023/08/10 18:29:54+00,2,2,0,0,5,20,0,NW 6TH AVE and NW DAVIS ST,2023/08/10 18:36:54+00,,0,45.52444500523662,-122.67657
-13647262.63,5700157.336,2060,23-131872,2023/03/24 16:38:42+00,2,3,0,0,5,15,0,SE 66th and Powell,2023/03/24 17:36:52+00,,0,45.49732148098674,-122.5954461
-13656577.54,5704806.097,2061,23-201717,2023/10/25 18:30:44+00,1,1,0,0,5,20,0,NW GLISAN ST and NW PARK AVE,2023/10/25 18:36:16+00,,0,45.52658560798588,-122.6791233
-13653166.52,5700690.808,2062,23-190747,2023/09/14 17:17:06+00,2,3,0,0,5,7,0,3028 SE 17TH AVE,2023/09/14 17:36:50+00,,0,45.50068048037318,-122.6484816
-13657039.08,5703571.561,2063,23-203185,2023/10/27 18:07:14+00,1,1,0,0,5,20,0,1000-1099 SW TAYLOR ST,2023/10/27 18:36:46+00,,0,45.51881564088015,-122.6832694
-13645496.49,5695514.023,2064,23-126143,2023/03/30 17:22:58+00,3,3,0,0,5,10,0,8000-8199 SE MALDEN ST,2023/03/30 17:36:47+00,,0,45.46807646,-122.5795806
-13655887.15,5704589.726,2065,23-132327,2023/03/24 17:03:18+00,0,0,0,0,5,20,0,200-299 NW EVERETT ST,2023/03/24 17:36:52+00,,0,45.52522388195599,-122.6729215
-13654542.93,5701351.948,2066,24-20293,2024/03/29 17:46:31+00,2,4,0,0,5,10,0,"SE DIVISION PL &amp; SE GRAND AVE, PORTLAND  97202",2024/03/29 20:16:03+00,,1,45.504843061577866,-122.6608461
-13651222.1,5705892.785,2067,23-219567,2024/01/04 21:30:03+00,1,2,0,0,5,35,0,"NE CLACKAMAS ST, PORTLAND  97232",2024/01/04 21:36:46+00,,0,45.533424156006674,-122.6310146
-13654480.8,5703549.05,2068,PBOT-23-0608-04544,2023/06/08 19:44:34+00,3,7,0,0,5,10,0,SE 5th and 6th and Alder to Stark,2023/06/08 20:36:49+00,,0,45.51867395037615,-122.660288
-13653424.44,5701058.097,2069,22-64917,2023/01/13 19:15:08+00,3,3,0,0,5,15,0,2700-2799 SE 15TH AVE,2023/01/13 19:36:46+00,,0,45.502992994226624,-122.6507986
-13645642.2,5698383.146,2070,24-16587,2024/03/20 22:50:03+00,1,4,0,0,5,20,0,5000-5099 SE 80TH AVE,2024/03/20 23:36:42+00,,0,45.48614887574329,-122.5808895
-13656250.47,5702224.926,2071,PPR-23-0516-04418,2023/05/19 17:42:53+00,1,1,0,0,5,20,0,1720 SW Naito (PPandR),2023/05/19 18:36:49+00,,1,45.51033891736662,-122.6761852
-13656590.8,5702561.996,2072,24-24583,2024/04/12 18:19:53+00,1,2,0,0,5,20,0,222 WI/ SW CLAY ST ,2024/04/12 18:36:48+00,,0,45.51246080675949,-122.6792424
-13644275.88,5695455.681,2073,24-05211,2024/02/09 20:26:13+00,1,10,0,0,5,45,0,SE 92ND AVE &amp; SE I205 MULTIUSE PATH,2024/02/09 20:36:45+00,,1,45.46770890709214,-122.5686156
-13656207.45,5704582.13,2074,23-216167,2023/12/15 20:10:38+00,1,1,0,0,5,10,0,500-599 NW EVERETT ST,2023/12/15 20:36:44+00,,0,45.52517607610164,-122.6757988
-13643570.03,5695654.954,2075,23-211624,2024/01/24 23:13:02+00,0,13,0,0,5,60,0,9700-9999 SE KNAPP ST,2024/01/24 23:36:36+00,,0,45.46896431,-122.5622749
-13653985.18,5702874.073,2076,23-208827,2023/11/22 23:42:03+00,0,0,0,0,5,1,0,900-999 SE SALMON ST,2023/11/23 00:36:31+00,,0,45.514425291395554,-122.6558358
-13655942.09,5704882.384,2077,24-14164,2024/03/08 21:21:56+00,5,5,0,0,5,15,0,510 NW 3RD AVE ,2024/03/08 21:36:48+00,,1,45.52706571064753,-122.673415
-13649521.81,5702615.054,2078,23-148068,2023/06/22 16:36:23+00,4,4,0,0,5,15,0,SE 45 46th and SE Madison ,2023/06/22 16:36:39+00,,1,45.51279480489367,-122.6157406
-13647963.95,5700168.819,2079,IRP-23-1006-05021,2023/10/06 19:57:30+00,0,0,0,0,5,5,0,SE 60th and SE Powell,2023/10/06 20:36:49+00,,0,45.49739378565445,-122.6017461
-13656960.18,5709470.932,2080,IRP-23-0104-03822,2023/02/09 18:07:00+00,4,6,0,0,5,20,0,N Going and N Interstate ,2023/02/09 18:36:38+00,,1,45.55593563,-122.6825606
-13657688.45,5702726.956,2081,IRP-24-0122-05354,2024/03/20 19:24:38+00,8,8,0,0,5,25,0,SW 13th and SW Montgomery ,2024/03/20 19:36:40+00,,0,45.513499217317985,-122.6891028
-13656088.39,5704922.346,2082,23-116129,2023/01/29 17:12:38+00,6,6,0,0,5,20,0,400-499 NW HOYT ST,2023/01/30 15:36:21+00,,0,45.52731720484445,-122.6747292
-13654814.64,5702858.594,2083,24-32076,2024/05/09 21:37:49+00,1,2,0,0,5,5,0,"1201 SE 3RD AVE , PORTLAND  97214",2024/05/09 22:36:45+00,,1,45.51432785469475,-122.6632869
-13655250.57,5705890.35,2084,23-163112,2023/07/06 21:21:58+00,5,7,0,0,5,30,0,1400-1499 N WHEELER AVE,2023/07/06 21:36:37+00,,1,45.53340883343534,-122.667203
-13654415.14,5702775.588,2085,24-16352,2024/03/14 17:42:18+00,2,2,0,0,5,5,0,"1200-1299 SE 6TH AVE, PORTLAND  97214",2024/03/14 18:36:49+00,,0,45.51380534837424,-122.6596982
-13653296.65,5705424.562,2086,23-169688,2023/08/04 21:37:41+00,2,2,0,0,5,20,0,1550-1599 NE 16TH DR,2023/08/04 22:36:36+00,,0,45.53047772180763,-122.6496506
-13662863.22,5714228.555,2087,23-153874,2023/08/17 21:45:09+00,0,0,0,0,5,5,0,PCT,2023/08/17 22:36:39+00,,1,45.58585366274268,-122.7355886
-13657812.99,5704237.893,2088,23-181241,2023/08/24 21:16:01+00,0,0,0,0,5,0,0,SW 19TH AVE and SW ALDER ST,2023/08/24 21:36:44+00,,0,45.52300955849196,-122.6902216
-13662863.22,5714228.555,2089,23-153874,2023/06/22 20:35:50+00,0,0,0,0,5,5,0,PCT,2023/06/22 20:36:41+00,,0,45.58585366274268,-122.7355886
-13645470.21,5703838.329,2090,24-19897,2024/04/03 19:08:13+00,3,5,1,0,5,15,0,8100-8199 SE PINE ST,2024/04/03 19:36:42+00,,0,45.52049472580737,-122.5793445
-13665357.52,5715026.246,2091,22-104165,2023/03/10 22:37:25+00,0,0,0,0,5,10,0,North of St Johns Bridge and Syracuse (tow assist),2023/03/10 23:36:39+00,,0,45.59086833634868,-122.7579952
-13643601.45,5703933.996,2092,23-172934,2023/07/27 19:02:46+00,0,4,0,0,5,15,0,SE 97th - 99th and Ash,2023/07/27 19:36:43+00,,0,45.521096858602135,-122.5625571
-13653607.17,5698625.249,2093,22-99833,2023/04/28 17:48:27+00,2,2,0,0,5,45,0,Mosquito Hollow N-1,2023/04/28 18:36:45+00,,0,45.487673601353706,-122.65244
-13640975.05,5704407.897,2094,IRP-24-0110-05340,2024/01/18 22:31:27+00,0,0,0,0,5,20,0,NE 120th and NE Davis,2024/01/18 22:36:38+00,,0,45.52407951973767,-122.5389638
-13653815.7,5702760.09,2095,23-164395,2023/06/22 18:52:36+00,1,1,0,0,5,2,0,1100-1199 SE MAIN ST,2023/06/22 19:36:47+00,,0,45.51370779099806,-122.6543133
-13656557.16,5708360.221,2096,22-41536,2023/01/06 23:40:50+00,15,19,0,0,5,160,0,I-5 SB near N Kaiser Center Dr,2023/01/07 00:36:34+00,,1,45.54894868986932,-122.6789403
-13652111.87,5703291.491,2097,23-191512,2023/09/14 22:38:06+00,1,1,0,0,5,2,0,750-799 SE 26TH AVE,2023/09/14 23:36:35+00,,0,45.517052776897195,-122.6390075
-13651627.44,5701895.974,2098,23-199369,2023/10/12 17:32:44+00,1,1,0,0,5,5,0,2000-2199 SE 30TH AVE,2023/10/12 17:36:44+00,,0,45.50826805446574,-122.6346558
-13648273.3,5700164.739,2099,23-172503,2023/07/27 18:03:33+00,5,5,0,0,5,50,0,5600-5649 SE POWELL BLVD FRONTAGE RD,2023/07/27 18:36:51+00,,1,45.49736809524932,-122.6045251
-13654338.1,5704452.378,2100,23-158029,2023/06/08 17:48:26+00,1,1,0,0,5,2,0,600-699 NE DAVIS ST,2023/06/08 18:36:49+00,,0,45.52435946829874,-122.6590061
-13655272.07,5703206.508,2101,24-31545,2024/05/03 16:21:26+00,1,2,0,0,5,1,0,"I5 FWY, PORTLAND  97214",2024/05/03 16:36:43+00,,1,45.516517851597385,-122.6673961
-13657339.41,5704315.449,2102,23-218614,2024/01/20 18:10:38+00,3,3,0,0,5,15,0,NW COUCH ST RAMP,2024/01/22 15:36:40+00,,0,45.523497678439064,-122.6859673
-13653825.26,5706039.665,2103,IRP-24-0108-05336,2024/02/02 18:15:48+00,0,2,0,0,5,5,0, NE Weidler east of NE 10th -V1,2024/02/02 18:36:43+00,,1,45.53434841082288,-122.6543992
-13654165.52,5702737.322,2104,23-123130,2023/02/17 21:47:16+00,0,2,0,0,5,3,0,800-899 SE MAIN ST,2023/02/17 22:36:39+00,,1,45.51356446985377,-122.6574558
