X,Y,OBJECTID,inc_date_create,inc_id,duplicate,item_date_create,IS_VEHICLE,report_id,latitude,longitude,zip_code,NAME,year,month
-13657406.7658,5703466.5701,12019,2025/05/06 19:48:04+00,25-142455,0,20250506124225,Yes,821564,45.518154795863765,-122.68657239155499,97205,Portland Downtown,2025,5
-13645619.5038,5705378.7949,12023,2025/05/06 19:48:03+00,25-142451,0,20250506123548,Yes,821538,45.53018971026994,-122.5806856154298,97213,Montavilla,2025,5
-13636184.2882,5708233.7875,12024,2025/05/06 19:38:04+00,25-142450,0,20250506123236,Yes,821525,45.5481533038697,-122.49592763160538,97230,Wilkes,2025,5
-13654788.3642,5706260.7225,12029,2025/05/06 19:28:04+00,25-142445,0,20250506122428,No,821493,45.53573940519451,-122.66305088978257,97212,Eliot,2025,5
-13635695.1584,5701310.6014,12034,2025/05/06 19:28:03+00,25-142440,0,20250506121711,Yes,821474,45.504582749669126,-122.49153370385278,97236,Centennial,2025,5
-13651469.0266,5707778.8541,12035,2025/05/06 19:18:03+00,25-142439,0,20250506121150,Yes,821467,45.54529125046395,-122.63323277279025,97212,Alameda,2025,5
-13634692.9263,5708746.0105,12037,2025/05/06 19:08:04+00,25-142437,0,20250506120409,No,821454,45.551375600233094,-122.48253049971612,97230,Wilkes,2025,5
-13645537.8124,5703368.7852,12039,2025/05/06 19:08:04+00,25-142435,0,20250506115541,No,821439,45.51753930064713,-122.57995176909779,97216,Montavilla,2025,5
-13645222.3896,5694768.1759,12040,2025/05/06 19:08:03+00,25-142434,0,20250506115451,Yes,821437,45.46337746881519,-122.57711827787578,97266,Lents,2025,5
-13638785.4152,5709161.7158,12041,2025/05/06 18:58:04+00,25-142433,0,20250506115331,Yes,821432,45.55399058651327,-122.51929395300571,97230,Argay Terrace,2025,5
-13640833.6636,5705386.9704,12042,2025/05/06 18:58:04+00,25-142432,0,20250506115330,No,821431,45.53024115865268,-122.53769368143966,97230,Hazelwood,2025,5
-13656700.406,5712850.5768,12044,2025/05/06 18:58:03+00,25-142430,0,20250506115128,No,821425,45.5771899661517,-122.68022705351073,97217,Kenton,2025,5
-13654560.2475,5712556.327,12048,2025/05/06 18:48:03+00,25-142426,0,20250506114416,No,821403,45.575339770203456,-122.66100168260084,97211,Woodlawn,2025,5
-13643202.78,5711255.7032,12052,2025/05/06 18:38:04+00,25-142422,0,20250506113343,No,821375,45.56716092434499,-122.55897581615945,97220,,2025,5
-13654582.3425,5704577.8296,12058,2025/05/06 18:28:04+00,25-142416,0,20250506112447,No,821344,45.52514901127372,-122.66120016536289,97232,Kerns,2025,5
-13654747.4585,5703576.9823,12060,2025/05/06 18:28:04+00,25-142414,0,20250506112306,No,821340,45.518849763999036,-122.66268342762741,97214,Buckman,2025,5
-13654567.2144,5713736.1401,12063,2025/05/06 18:28:03+00,25-142411,0,20250506112153,Yes,821331,45.58275787954575,-122.66106426732838,97211,Sunderland,2025,5
-13646493.4537,5711102.4466,12064,2025/05/06 18:28:03+00,25-142410,0,20250506112105,No,821329,45.56619710672995,-122.58853644095706,97218,Cully,2025,5
-13656281.0595,5699972.8785,12065,2025/05/06 18:28:03+00,25-142409,0,20250506111819,No,821323,45.49616000015802,-122.67645999980782,97239,South Portland,2025,5
-13634822.7736,5708728.1161,12066,2025/05/06 18:28:03+00,25-142408,0,20250506111616,No,821319,45.55126303311887,-122.48369693785804,97230,Wilkes,2025,5
-13655296.551,5714161.3786,12068,2025/05/06 18:18:05+00,25-142406,0,20250506111209,No,821311,45.58543133876644,-122.66761600947886,97217,East Columbia,2025,5
-13645760.7531,5703930.7325,12069,2025/05/06 18:18:05+00,25-142405,0,20250506110902,No,821306,45.52107631807907,-122.58195447948043,97215,Montavilla,2025,5
-13640079.0136,5704105.4726,12072,2025/05/06 18:18:04+00,25-142402,0,20250506110332,No,821295,45.5221761246142,-122.53091454514805,97233,Hazelwood,2025,5
-13646367.8761,5697787.3181,12078,2025/05/06 17:58:04+00,25-142396,0,20250506105206,Yes,821258,45.48239627204709,-122.58740835818281,97206,Mt. Scott-Arleta,2025,5
-13651632.351,5703160.1616,12083,2025/05/06 17:58:03+00,25-142391,0,20250506104825,No,821236,45.51622612214541,-122.63469994083813,97214,Sunnyside,2025,5
-13653748.4202,5705505.0991,12084,2025/05/06 17:58:03+00,25-142390,0,20250506104553,No,821228,45.530984536749294,-122.65370891388429,97232,Lloyd,2025,5
-13653748.4202,5705505.0991,12084,2025/05/06 17:58:03+00,25-142390,0,20250506104553,No,821228,45.530984536749294,-122.65370891388429,97232,Sullivan'S Gulch,2025,5
-13655889.5352,5710828.9453,12085,2025/05/06 17:48:04+00,25-142389,0,20250506104319,Yes,821219,45.564477039418534,-122.67294287717986,97217,Humboldt,2025,5
-13651213.7388,5705927.2063,12086,2025/05/06 17:48:04+00,25-142388,0,20250506104301,Yes,821216,45.53364075630942,-122.63093948346436,97232,Kerns,2025,5
-13652844.8931,5700175.8331,12087,2025/05/06 17:48:04+00,25-142387,0,20250506104037,Yes,821209,45.49743795108555,-122.64559239184885,97202,Brooklyn,2025,5
-13637548.2314,5705400.1248,12088,2025/05/06 17:48:04+00,25-142386,0,20250506104021,No,821207,45.53032393913075,-122.50818014183767,97230,Wilkes,2025,5
-13652001.3985,5707218.7157,12089,2025/05/06 17:48:04+00,25-142385,0,20250506103943,No,821204,45.541767136654705,-122.6380151509363,97212,Grant Park,2025,5
-13658572.8929,5706854.817,12090,2025/05/06 17:48:04+00,25-142384,0,20250506103941,No,821203,45.53947754761511,-122.69704788952657,97210,Northwest District,2025,5
-13650236.1809,5710665.7049,12092,2025/05/06 17:48:03+00,25-142382,0,20250506103718,No,821197,45.56345038491877,-122.62215793143754,97211,Concordia,2025,5
-13652680.9715,5700121.1925,12093,2025/05/06 17:48:03+00,25-142381,0,20250506103708,No,821194,45.49709389666936,-122.64411985906204,97202,Brooklyn,2025,5
-13644010.1461,5696930.5438,12094,2025/05/06 17:48:03+00,25-142380,0,20250506103455,No,821189,45.4769997549164,-122.56622850923455,97266,Lents,2025,5
-13656780.5043,5714694.0472,12095,2025/05/06 17:38:04+00,25-142379,0,20250506103432,No,821186,45.588780027554364,-122.68094658878195,97217,East Columbia,2025,5
-13644273.478,5694980.0615,12096,2025/05/06 17:38:04+00,25-142378,0,20250506103232,Yes,821183,45.46471243169849,-122.5685940599402,97266,Lents,2025,5
-13644453.5605,5697298.188,12097,2025/05/06 17:38:03+00,25-142377,0,20250506102851,Yes,821172,45.479315478514685,-122.57021176856173,97266,Lents,2025,5
-13638408.1479,5704500.9634,12098,2025/05/06 17:28:04+00,25-142376,0,20250506102339,Yes,821153,45.52466524699103,-122.51590490318783,97230,Hazelwood,2025,5
-13657535.3199,5714985.7492,12099,2025/05/06 17:28:04+00,25-142375,0,20250506102130,No,821148,45.5906137645618,-122.68772721268368,97217,Kenton,2025,5
-13640192.7309,5711350.4673,12103,2025/05/06 17:28:03+00,25-142371,0,20250506101455,Yes,821125,45.56775687936938,-122.53193608503466,97230,Parkrose,2025,5
-13648741.4896,5696744.7945,12104,2025/05/06 17:18:04+00,25-142370,0,20250506101219,Yes,821116,45.475829717847866,-122.60873089103923,97206,Brentwood-Darlington,2025,5
-13643098.8259,5706004.403,12105,2025/05/06 17:18:04+00,25-142369,0,20250506101207,Yes,821114,45.53412652309269,-122.55804198059069,97220,Parkrose Heights,2025,5
-13639806.8617,5700174.6618,12109,2025/05/06 17:18:04+00,25-142365,0,20250506100643,Yes,821095,45.49743057580539,-122.52846976303434,97236,Powellhurst-Gilbert,2025,5
-13643556.3012,5704340.2329,12110,2025/05/06 17:18:03+00,25-142364,0,20250506100555,Yes,821091,45.52365366181501,-122.56215155113165,97220,Hazelwood,2025,5
-13650297.867,5697990.7015,12111,2025/05/06 17:18:03+00,25-142363,0,20250506100458,Yes,821088,45.4836772359653,-122.62271206710204,97202,Reed,2025,5
-13640798.8951,5707748.9959,12114,2025/05/06 17:08:04+00,25-142360,0,20250506100246,Yes,821079,45.54510340300922,-122.53738135069011,97230,Russell,2025,5
-13640876.8251,5708206.1998,12115,2025/05/06 17:08:04+00,25-142359,0,20250506100239,Yes,821076,45.54797974971301,-122.53808140779101,97220,Parkrose,2025,5
-13638713.896,5698925.8376,12116,2025/05/06 17:08:04+00,25-142358,0,20250506100023,No,821070,45.48956660240152,-122.51865148510105,97236,Powellhurst-Gilbert,2025,5
-13651799.8556,5711420.138,12118,2025/05/06 17:08:04+00,25-142356,0,20250506095945,Yes,821063,45.56819502231095,-122.63620466026155,97211,Concordia,2025,5
-13658830.6258,5711420.3514,12120,2025/05/06 17:08:04+00,25-142354,0,20250506095601,Yes,821053,45.56819636432901,-122.69936314355948,97217,Arbor Lodge,2025,5
-13643569.83,5704196.6666,12121,2025/05/06 17:08:03+00,25-142353,0,20250506095535,Yes,821050,45.52275008711782,-122.56227308240982,97216,Hazelwood,2025,5
-13657538.0072,5703117.1658,12127,2025/05/06 16:48:03+00,25-142347,0,20250506094136,Yes,821010,45.515955481840074,-122.68775135311031,97201,Portland Downtown,2025,5
-13656258.8813,5703337.5194,12128,2025/05/06 16:48:03+00,25-142346,0,20250506093612,No,820997,45.51734250043314,-122.67626076964747,97204,Portland Downtown,2025,5
-13660903.1118,5695547.3006,12129,2025/05/06 16:48:03+00,25-142345,0,20250506093536,No,820996,45.468286106249714,-122.7179806020587,97219,Multnomah,2025,5
-13662537.2149,5693800.4481,12135,2025/05/06 16:38:04+00,25-142339,0,20250506093045,No,820967,45.457279999946714,-122.73265999996428,97219,Ashcreek,2025,5
-13661184.1776,5695551.0155,12137,2025/05/06 16:38:03+00,25-142337,0,20250506092659,No,820957,45.46830950981976,-122.72050545909855,97219,Multnomah,2025,5
-13648021.1697,5704790.6541,12145,2025/05/06 16:28:03+00,25-142329,0,20250506090838,Yes,820898,45.52648841953387,-122.60226014728298,97213,North Tabor,2025,5
-13665450.2548,5714938.0128,12151,2025/05/06 16:18:04+00,25-142323,0,20250506090141,Yes,820871,45.59031368157517,-122.75882828261848,97203,Cathedral Park,2025,5
-13661779.3665,5715500.9472,12156,2025/05/06 16:08:05+00,25-142318,0,20250506085944,No,820861,45.593852326346685,-122.72585213195661,97203,Portsmouth,2025,5
-13653970.2492,5703860.5998,12159,2025/05/06 16:08:04+00,25-142315,0,20250506085818,No,820857,45.520634899891405,-122.6557016376959,97214,Buckman,2025,5
-13641852.3129,5705925.6195,12161,2025/05/06 16:08:04+00,25-142313,0,20250506085651,No,820849,45.533630771191795,-122.54684436379314,97220,Parkrose Heights,2025,5
-13658577.9427,5697101.8482,12163,2025/05/06 16:08:04+00,25-142311,0,20250506085504,Yes,820840,45.47807878185297,-122.6970932526518,97239,Hillsdale,2025,5
-13654704.4626,5703876.7587,12164,2025/05/06 16:08:03+00,25-142310,0,20250506085443,Yes,820836,45.52073660500024,-122.66229718888614,97214,Buckman,2025,5
-13637737.4587,5703464.2194,12165,2025/05/06 16:08:03+00,25-142309,0,20250506085425,Yes,820832,45.51813999974614,-122.5098799995953,97233,Centennial,2025,5
-13662236.7943,5714989.7745,12166,2025/05/06 15:58:04+00,25-142308,0,20250506085419,No,820830,45.59063906853413,-122.72996127579783,97203,Portsmouth,2025,5
-13650689.4286,5700249.5829,12167,2025/05/06 15:58:04+00,25-142307,0,20250506085348,Yes,820827,45.49790232670069,-122.62622952480156,97202,Richmond,2025,5
-13656962.6394,5704670.7484,12172,2025/05/06 15:58:03+00,25-142302,0,20250506084844,No,820808,45.52573379847168,-122.682582736223,97209,Pearl District,2025,5
-13655711.1024,5705820.6479,12173,2025/05/06 15:58:03+00,25-142301,0,20250506084804,No,820805,45.53297022164489,-122.67133998806557,97227,Lloyd,2025,5
-13655083.0051,5705261.8216,12174,2025/05/06 15:58:03+00,25-142300,0,20250506084702,No,820801,45.52945359269381,-122.66569769402055,97232,Lloyd,2025,5
-13656422.8033,5705194.7202,12175,2025/05/06 15:58:03+00,25-142299,0,20250506084532,No,820799,45.529031316596914,-122.67773330602752,97209,Pearl District,2025,5
-13642050.8501,5700999.024,12177,2025/05/06 15:48:04+00,25-142297,0,20250506084313,Yes,820786,45.50262106700699,-122.5486278538054,97266,Powellhurst-Gilbert,2025,5
-13642274.9677,5710039.6795,12179,2025/05/06 15:48:04+00,25-142295,0,20250506084156,Yes,820777,45.55951300061701,-122.5506411364606,97220,Parkrose,2025,5
-13646576.6273,5697418.1011,12180,2025/05/06 15:48:03+00,25-142294,0,20250506084144,Yes,820774,45.48007076862461,-122.58928360211819,97206,Mt. Scott-Arleta,2025,5
-13655974.6632,5704276.2575,12181,2025/05/06 15:48:03+00,25-142293,0,20250506084141,No,820773,45.523251016519225,-122.67370759501495,97209,Old Town,2025,5
-13646380.8883,5698383.2614,12183,2025/05/06 15:48:03+00,25-142291,0,20250506083153,No,820753,45.4861496025237,-122.58752524876421,97206,Foster-Powell,2025,5
-13653680.9231,5700958.0436,12186,2025/05/06 15:28:04+00,25-142288,0,20250506082344,No,820732,45.502363050459614,-122.65310257711864,97202,Hosford-Abernethy,2025,5
-13662812.7231,5714254.9025,12187,2025/05/06 15:28:04+00,25-142287,0,20250506082315,No,820730,45.586019303096904,-122.73513493223388,97203,University Park,2025,5
-13654470.0757,5705690.9438,12189,2025/05/06 15:28:03+00,25-142285,0,20250506082008,No,820725,45.5321540284142,-122.66019165553949,97232,Lloyd,2025,5
-13657922.8795,5704335.1663,12191,2025/05/06 15:28:03+00,25-142283,0,20250506081826,No,820720,45.52362177399667,-122.69120871980554,97209,Northwest District,2025,5
-13658849.2002,5706254.4601,12192,2025/05/06 15:18:04+00,25-142282,0,20250506081405,No,820708,45.53569999979785,-122.69953000023361,97210,Northwest District,2025,5
-13653031.4183,5700177.4039,12193,2025/05/06 15:18:04+00,25-142281,0,20250506081206,Yes,820706,45.49744784188064,-122.64726797622916,97202,Brooklyn,2025,5
-13644045.0604,5701995.9199,12198,2025/05/06 14:58:03+00,25-142276,0,20250506074559,Yes,820654,45.508897255404015,-122.5665421497278,97216,Montavilla,2025,5
-13651900.1228,5703080.0333,12205,2025/05/06 14:48:03+00,25-142269,0,20250506073720,No,820631,45.51572174747126,-122.63710537584411,97214,Sunnyside,2025,5
-13651842.5528,5697667.7431,12206,2025/05/06 14:38:04+00,25-142268,0,20250506073310,Yes,820625,45.481643142609514,-122.63658821573505,97202,Eastmoreland,2025,5
-13651842.5528,5697667.7431,12206,2025/05/06 14:38:04+00,25-142268,0,20250506073310,Yes,820625,45.481643142609514,-122.63658821573505,97202,Reed,2025,5
-13655310.0561,5705104.3582,12209,2025/05/06 14:38:03+00,25-142265,0,20250506072549,No,820602,45.52846265411311,-122.6677373278563,97232,Lloyd,2025,5
-13651710.5795,5699751.5479,12213,2025/05/06 14:28:03+00,25-142261,0,20250506071816,No,820587,45.49476630740438,-122.63540267941019,97202,Creston-Kenilworth,2025,5
-13644226.3195,5709076.8653,12215,2025/05/06 14:28:03+00,25-142259,0,20250506071543,Yes,820581,45.553456845940374,-122.56817042792694,97220,Madison South,2025,5
-13647992.6347,5705184.1193,12216,2025/05/06 14:18:04+00,25-142258,0,20250506071000,Yes,820569,45.52896460373944,-122.60200381301667,97213,North Tabor,2025,5
-13651968.5545,5699123.1825,12220,2025/05/06 14:18:03+00,25-142254,0,20250506070502,Yes,820556,45.490809376424636,-122.6377201082644,97202,Creston-Kenilworth,2025,5
-13656585.0259,5710540.6537,12221,2025/05/06 14:18:03+00,25-142253,0,20250506070443,No,820555,45.562663897940446,-122.6791905764376,97217,Overlook,2025,5
-13644102.7065,5697121.2071,12222,2025/05/06 14:08:04+00,25-142252,0,20250506070332,No,820552,45.478200720063306,-122.56705999345479,97266,Lents,2025,5
-13643888.3246,5697854.2884,12225,2025/05/06 14:08:03+00,25-142249,0,20250506070234,No,820546,45.482818072410474,-122.56513416808069,97266,Lents,2025,5
-13644086.2845,5701394.3468,12226,2025/05/06 13:58:04+00,25-142248,0,20250506065155,No,820538,45.50510999672783,-122.56691247211883,97216,Montavilla,2025,5
-13658162.3424,5703084.9096,12227,2025/05/06 13:58:03+00,25-142247,0,20250506065108,No,820537,45.51575244190225,-122.69335985163603,97201,Goose Hollow,2025,5
-13643789.4939,5711285.1788,12229,2025/05/06 13:48:03+00,25-142245,0,20250506064302,Yes,820525,45.56734629196961,-122.5642463567972,97220,Sumner,2025,5
-13654556.6645,5703441.5939,12231,2025/05/06 13:28:04+00,25-142243,0,20250506061538,No,820484,45.517997586836316,-122.66096949596421,97214,Buckman,2025,5
-13654420.511,5705483.6349,12232,2025/05/06 13:18:13+00,25-142242,0,20250506061240,No,820481,45.53084946432527,-122.65974640826386,97232,Lloyd,2025,5
-13655119.7904,5705735.134,12234,2025/05/06 13:18:12+00,25-142240,0,20250506035547,No,820351,45.53243210686085,-122.66602814199275,97232,Lloyd,2025,5
-13657642.8095,5702919.5044,12236,2025/05/06 13:18:12+00,25-142238,0,20250506010359,No,820299,45.514711270505934,-122.6886928081893,97201,Portland Downtown,2025,5
-13656549.9989,5708033.6939,12238,2025/05/06 06:18:08+00,25-142236,0,20250505230940,No,820236,45.54689450334484,-122.67887592354303,97227,Overlook,2025,5
-13653395.9174,5705853.1024,12244,2025/05/06 05:18:03+00,25-142230,0,20250505221037,No,820177,45.53317444728538,-122.65054232735496,97232,Lloyd,2025,5
-13656992.4976,5709518.5523,12247,2025/05/06 04:38:04+00,25-142227,0,20250505212643,No,820111,45.55623516267946,-122.68285095699717,97217,Overlook,2025,5
-13656573.8854,5709127.7922,12249,2025/05/06 04:28:03+00,25-142225,0,20250505212418,No,820105,45.55377719531236,-122.67909049962336,97217,Overlook,2025,5
-13656573.8854,5709357.3179,12250,2025/05/06 04:28:03+00,25-142224,0,20250505212216,No,820103,45.555220975707,-122.67909049962336,97217,Overlook,2025,5
-13652907.2967,5698277.3172,12251,2025/05/06 04:28:03+00,25-142223,0,20250505211708,No,820100,45.485482370082096,-122.64615297292548,97202,Brooklyn,2025,5
-13661114.7226,5716218.9501,12254,2025/05/06 03:58:03+00,25-142220,0,20250505205029,No,820058,45.59836541871973,-122.71988153421796,97203,Kenton,2025,5
-13656401.5228,5704696.4525,12258,2025/05/06 03:38:04+00,25-142216,0,20250505203338,No,820035,45.525895566906854,-122.67754214004347,97209,Old Town,2025,5
-13658023.2031,5703168.5965,12259,2025/05/06 03:38:04+00,25-142215,0,20250505203257,No,820031,45.516279216106796,-122.69210994203793,97201,Goose Hollow,2025,5
-13660125.8186,5706760.633,12266,2025/05/06 03:08:04+00,25-142208,0,20250505200120,No,819978,45.53888494263677,-122.71099805844068,97210,Mc Unclaimed #14,2025,5
-13652840.3392,5703306.0363,12270,2025/05/06 02:48:03+00,25-142204,0,20250505194055,No,819917,45.517144331745236,-122.64555148346912,97214,Buckman,2025,5
-13656462.8129,5700496.2957,12276,2025/05/06 02:38:03+00,25-142198,0,20250505192655,Yes,819889,45.49945575946253,-122.6780927183794,97239,South Portland,2025,5
-13641327.9,5698543.2144,12277,2025/05/06 02:28:03+00,25-142197,0,20250505191918,Yes,819864,45.487156965308955,-122.54213348256054,97266,Powellhurst-Gilbert,2025,5
-13653469.8255,5705310.121,12279,2025/05/06 02:18:06+00,25-142195,0,20250505190828,No,819845,45.52975754388478,-122.65120625511345,97232,Lloyd,2025,5
-13653469.8255,5705310.121,12279,2025/05/06 02:18:06+00,25-142195,0,20250505190828,No,819845,45.52975754388478,-122.65120625511345,97232,Sullivan'S Gulch,2025,5
-13643903.2537,5697255.4011,12282,2025/05/06 02:18:06+00,25-142192,0,20250505190651,No,819835,45.47904597654793,-122.56526827846777,97266,Lents,2025,5
-13645276.3868,5708241.1765,12284,2025/05/06 02:08:04+00,25-142190,0,20250505190137,No,819822,45.54819978796057,-122.57760334297639,97220,Madison South,2025,5
-13654550.0957,5701497.7402,12285,2025/05/06 02:08:04+00,25-142189,0,20250505190118,No,819821,45.50576093750284,-122.66091048742985,97214,Hosford-Abernethy,2025,5
-13652876.2442,5705440.3028,12291,2025/05/06 02:08:03+00,25-142183,0,20250505185615,No,819806,45.53057677803826,-122.64587402357188,97232,Sullivan'S Gulch,2025,5
-13649663.5003,5705691.1118,12292,2025/05/06 01:58:04+00,25-142182,0,20250505185319,No,819796,45.53215508560094,-122.61701345407856,97213,Hollywood,2025,5
-13638676.8719,5708797.7781,12294,2025/05/06 01:58:03+00,25-142180,0,20250505185229,Yes,819785,45.55170124996847,-122.51831889195194,97230,Argay Terrace,2025,5
-13641011.365,5699850.5951,12295,2025/05/06 01:58:03+00,25-142179,0,20250505184740,No,819773,45.495390000236135,-122.53929000027595,97266,Powellhurst-Gilbert,2025,5
-13656799.5159,5708170.211,12298,2025/05/06 01:48:08+00,25-142176,0,20250505183912,Yes,819746,45.547753343450246,-122.68111737289051,97227,Overlook,2025,5
-13647447.911,5697224.9684,12302,2025/05/06 01:28:03+00,25-142172,0,20250505182239,Yes,819690,45.478854289230796,-122.59711047676335,97206,Mt. Scott-Arleta,2025,5
-13646795.3203,5698457.8754,12304,2025/05/06 01:18:03+00,25-142170,0,20250505180828,No,819640,45.486619513844076,-122.5912481547625,97206,Mt. Scott-Arleta,2025,5
-13652710.4316,5703291.7368,12305,2025/05/06 01:08:03+00,25-142169,0,20250505180416,No,819626,45.51705432407736,-122.64438450364308,97214,Buckman,2025,5
-13652482.891,5703281.3418,12308,2025/05/06 00:58:03+00,25-142166,0,20250505175354,No,819601,45.51698889304831,-122.6423404716557,97214,Buckman,2025,5
-13654559.9489,5705832.4718,12310,2025/05/06 00:38:03+00,25-142164,0,20250505172856,No,819523,45.533044625697876,-122.6609990002314,97232,Lloyd,2025,5
-13634935.0377,5701680.9125,12311,2025/05/06 00:38:03+00,25-142163,0,20250505172512,Yes,819510,45.50691412917911,-122.48470542342693,97233,Centennial,2025,5
-13643911.614,5708758.3155,12312,2025/05/06 00:28:04+00,25-142162,0,20250505172326,No,819507,45.55145300634895,-122.56534338032047,97220,Madison South,2025,5
-13635469.8759,5698309.5897,12313,2025/05/06 00:28:04+00,25-142161,0,20250505172258,No,819503,45.48568562186607,-122.48950995672284,97236,Pleasant Valley,2025,5
-13635469.8759,5698309.5897,12313,2025/05/06 00:28:04+00,25-142161,0,20250505172258,No,819503,45.48568562186607,-122.48950995672284,97236,Centennial,2025,5
-13635518.2398,5698445.5402,12315,2025/05/06 00:28:04+00,25-142159,0,20250505172208,Yes,819500,45.486541828289894,-122.48994441702855,97236,Pleasant Valley,2025,5
-13635518.2398,5698445.5402,12315,2025/05/06 00:28:04+00,25-142159,0,20250505172208,Yes,819500,45.486541828289894,-122.48994441702855,97236,Centennial,2025,5
-13657611.7353,5705118.2297,12316,2025/05/06 00:28:03+00,25-142158,0,20250505172131,No,819497,45.52854995004943,-122.68841366390131,97209,Northwest District,2025,5
-13657556.7809,5712821.9551,12321,2025/05/06 00:18:04+00,25-142153,0,20250505171431,No,819464,45.5770100001302,-122.68792000012678,97217,Arbor Lodge,2025,5
-13643356.2512,5695714.7173,12325,2025/05/06 00:18:03+00,25-142149,0,20250505170615,Yes,819432,45.46934080829354,-122.56035447140577,97266,Lents,2025,5
-13636453.0321,5708128.5684,12329,2025/05/06 00:08:03+00,25-142145,0,20250505165823,Yes,819401,45.54749136788017,-122.49834179913421,97230,Wilkes,2025,5
-13637082.6487,5708530.1391,12331,2025/05/05 23:58:04+00,25-142143,0,20250505165401,Yes,819388,45.55001761730154,-122.50399774128337,97230,Wilkes,2025,5
-13650394.4294,5694735.3679,12337,2025/05/05 23:58:03+00,25-142137,0,20250505164508,No,819351,45.463170762643884,-122.62357950189994,97202,Ardenwald-Johnson Creek,2025,5
-13644691.5105,5695567.8149,12340,2025/05/05 23:38:03+00,25-142134,0,20250505163025,No,819299,45.468415344562025,-122.57234930978031,97266,Lents,2025,5
-13641075.7753,5696850.1074,12341,2025/05/05 23:38:03+00,25-142133,0,20250505162545,Yes,819277,45.47649308805035,-122.53986860784539,97266,Pleasant Valley,2025,5
-13651943.5489,5698434.6931,12343,2025/05/05 23:28:04+00,25-142131,0,20250505162214,No,819255,45.486473514515765,-122.63749547913771,97202,Reed,2025,5
-13650063.9985,5711156.2299,12357,2025/05/05 23:08:04+00,25-142117,0,20250505160410,Yes,819133,45.56653534717492,-122.62061119062179,97211,Concordia,2025,5
-13650030.5023,5711719.3293,12358,2025/05/05 23:08:04+00,25-142116,0,20250505160216,Yes,819124,45.57007652844621,-122.62031028913756,97218,Cully,2025,5
-13645520.3745,5704329.7918,12359,2025/05/05 23:08:04+00,25-142115,0,20250505155723,Yes,819091,45.523587948318756,-122.57979512177685,97213,Montavilla,2025,5
-13655362.8363,5708660.7258,12360,2025/05/05 23:08:04+00,25-142114,0,20250505155501,Yes,819076,45.55083910340882,-122.6682114604599,97227,Boise,2025,5
-13661672.3619,5713156.9074,12369,2025/05/05 22:58:04+00,25-142105,0,20250505154105,Yes,818977,45.579116059482956,-122.7248908932801,97203,University Park,2025,5
-13657642.3904,5706033.4187,12370,2025/05/05 22:58:04+00,25-142104,0,20250505154105,No,818976,45.534309105761366,-122.68868904334995,97209,Northwest District,2025,5
-13654329.3698,5694352.4648,12372,2025/05/05 22:58:03+00,25-142102,0,20250505153949,No,818967,45.46075823300644,-122.65892767293411,97202,Sellwood-Moreland,2025,5
-13644490.7596,5697413.776,12374,2025/05/05 22:58:03+00,25-142100,0,20250505153902,Yes,818960,45.480043526528874,-122.57054593376259,97266,Lents,2025,5
-13654570.0789,5701928.0521,12376,2025/05/05 22:58:03+00,25-142098,0,20250505153829,No,818951,45.508470000190584,-122.6610899995697,97214,Hosford-Abernethy,2025,5
-13651181.8389,5711427.8405,12377,2025/05/05 22:48:04+00,25-142097,0,20250505153812,No,818948,45.56824346134472,-122.63065292178705,97211,Concordia,2025,5
-13642845.5514,5699104.8323,12385,2025/05/05 22:48:03+00,25-142089,0,20250505153457,No,818920,45.490693817706486,-122.55576677704639,97266,Powellhurst-Gilbert,2025,5
-13642845.5514,5699104.8323,12385,2025/05/05 22:48:03+00,25-142089,0,20250505153457,No,818920,45.490693817706486,-122.55576677704639,97266,Lents,2025,5
-13657716.8579,5705056.83,12387,2025/05/05 22:38:05+00,25-142087,0,20250505153355,No,818911,45.52816354925989,-122.68935799628416,97209,Northwest District,2025,5
-13646688.606,5696734.4126,12391,2025/05/05 22:38:04+00,25-142083,0,20250505152948,Yes,818862,45.47576432141838,-122.59028952389525,97206,Brentwood-Darlington,2025,5
-13638104.1913,5704804.752,12393,2025/05/05 22:18:03+00,25-142081,0,20250505150917,No,818550,45.5265771433604,-122.51317441459295,97230,Hazelwood,2025,5
-13651641.3084,5703673.7229,12394,2025/05/05 22:18:03+00,25-142080,0,20250505150813,No,818527,45.51945867184996,-122.6347804065314,97214,Kerns,2025,5
-13656213.1982,5702042.8672,12397,2025/05/05 22:08:04+00,25-142077,0,20250505150040,No,818374,45.50919280572231,-122.67585039137792,97201,Portland Downtown,2025,5
-13656603.7436,5712903.494,12398,2025/05/05 22:08:04+00,25-142076,0,20250505145746,No,818319,45.57752269462265,-122.67935872039753,97217,Kenton,2025,5
-13658276.4008,5705087.2854,12399,2025/05/05 22:08:03+00,25-142075,0,20250505145553,No,818283,45.52835521161291,-122.69438445567607,97209,Northwest District,2025,5
-13636536.3717,5703336.283,12401,2025/05/05 21:58:03+00,25-142073,0,20250505145146,Yes,818158,45.517334717992675,-122.49909045149872,97233,Centennial,2025,5
-13655883.889,5711138.2581,12403,2025/05/05 21:48:05+00,25-142071,0,20250505144434,Yes,818093,45.566422323663105,-122.67289215650231,97217,Humboldt,2025,5
-13656179.5246,5700942.8061,12407,2025/05/05 21:48:04+00,25-142067,0,20250505144041,No,818065,45.502267113389706,-122.6755478962824,97201,South Portland,2025,5
